КодЗаказа	ДатаРазмещения	ДатаИсполнения	Марка	Категория	Цена	Скидка	Количество	БазоваяЦена	Заказчик	ГородЗаказчика	СтранаЗаказчика	НазваниеПолучателя	СтранаПолучателя	Менеджер	Филиал	Поставщик	ГородПоставщика	СтранаПоставщика	Перевозчик	СтоимостьДоставки	СтоимостьДоставкиШт	ПоставкиПрекращены
10284	19.08.1996	27.08.1996	Rod Kaviar	Рыбопродукты	351	0,25	15	675	Lehmanns Marktstand	Франкфурт	Германия	Lehmanns Marktstand	Германия	Воронова	Украина	Svensk Sjofoda AB	Стокгольм	Швеция	Ространс	76,56	1,85072727272727	0
10285	20.08.1996	26.08.1996	Chartreuse verte	Напитки	147	0,200000003	40	810	QUICK-Stop	Кюневальд	Германия	QUICK-Stop	Германия	Белова	Россия	Aux joyeux ecclesiastiques	Париж	Франция	Почта	76,83	0,51826404185022	0
10285	20.08.1996	26.08.1996	Genen Shouyu	Приправы	144	0,200000003	45	697,5	QUICK-Stop	Кюневальд	Германия	QUICK-Stop	Германия	Белова	Россия	Mayumi's	Осака	Япония	Почта	76,83	0,507687224669603	1
10285	20.08.1996	26.08.1996	Filo Mix	Хлебобулочные изделия	262	0,200000003	36	315	QUICK-Stop	Кюневальд	Германия	QUICK-Stop	Германия	Белова	Россия	G'day, Mate	Сидней	Австралия	Почта	76,83	0,923708700440529	0
10286	21.08.1996	30.08.1996	Sasquatch Ale	Напитки	144	0	100	630	QUICK-Stop	Кюневальд	Германия	QUICK-Stop	Германия	Крылова	Россия	Bigfoot Breweries	Бенд	США	Иное	229,24	1,09451458885942	0
10286	21.08.1996	30.08.1996	Sirop d'erable	Приправы	394	0	40	1282,5	QUICK-Stop	Кюневальд	Германия	QUICK-Stop	Германия	Крылова	Россия	Forots d'Erables	Сте-Хиацинте	Канада	Иное	229,24	2,99471352785146	0
10287	22.08.1996	28.08.1996	Geitost	Молочные продукты	112	0	20	112,5	Ricardo Adocicados	Рио-де-Жанейро	Бразилия	Ricardo Adocicados	Бразилия	Крылова	Россия	Norske Meierier	Сандвикен	Норвегия	Иное	12,76	0,154666666666667	0
10287	22.08.1996	28.08.1996	Nord-Ost Matjeshering	Рыбопродукты	139	0,150000006	40	1165,05	Ricardo Adocicados	Рио-де-Жанейро	Бразилия	Ricardo Adocicados	Бразилия	Крылова	Россия	Nord-Ost-Fisch mbH	Куксхавен	Германия	Иное	12,76	0,191952380952381	0
10287	22.08.1996	28.08.1996	Rogede sild	Рыбопродукты	96	0,150000006	15	427,5	Ricardo Adocicados	Рио-де-Жанейро	Бразилия	Ricardo Adocicados	Бразилия	Крылова	Россия	Lyngbysild	Лингби	Дания	Иное	12,76	0,132571428571429	0
10288	23.08.1996	03.09.1996	Chef Anton's Gumbo Mix	Приправы	100	0,100000001	3	960,75	Reggiani Caseifici	Реджио-Эмилио	Италия	Reggiani Caseifici	Италия	Воронова	Украина	New Orleans Cajun Delights	Новый Орлеан	США	Ространс	7,45	0,837078651685393	1
10288	23.08.1996	03.09.1996	Perth Pasties	Мясо/птица	59	0,100000001	10	1476	Reggiani Caseifici	Реджио-Эмилио	Италия	Reggiani Caseifici	Италия	Воронова	Украина	G'day, Mate	Сидней	Австралия	Ространс	7,45	0,493876404494382	0
10289	26.08.1996	28.08.1996	Chai	Напитки	266	0	9	810	B's Beverages	Лондон	Великобритания	B's Beverages	Великобритания	Кралев	Россия	ООО Экзотика	Москва	Россия	Иное	22,77	1,2634167709637	0
10289	26.08.1996	28.08.1996	Alice Mutton	Мясо/птица	80	0	30	1755	B's Beverages	Лондон	Великобритания	B's Beverages	Великобритания	Кралев	Россия	Pavlova, Ltd.	Мельбурн	Австралия	Иное	22,77	0,379974968710889	1
10290	27.08.1996	03.09.1996	Rhonbrau Klosterbier	Напитки	990	0	15	348,75	Comercio Mineiro	Сан-Пауло	Бразилия	Comercio Mineiro	Бразилия	Крылова	Россия	Plutzer Lebensmittelgrossmarkte AG	Франкфурт	Германия	Ространс	79,7	3,63775933609959	0
10290	27.08.1996	03.09.1996	Teatime Chocolate Biscuits	Кондитерские изделия	170	0	20	414	Comercio Mineiro	Сан-Пауло	Бразилия	Comercio Mineiro	Бразилия	Крылова	Россия	Specialty Biscuits, Ltd.	Манчестер	Великобритания	Ространс	79,7	0,624665744582757	0
10290	27.08.1996	03.09.1996	Chocolade	Кондитерские изделия	160	0	15	573,75	Comercio Mineiro	Сан-Пауло	Бразилия	Comercio Mineiro	Бразилия	Крылова	Россия	Specialty Biscuits, Ltd.	Манчестер	Великобритания	Ространс	79,7	0,587920700783771	0
10290	27.08.1996	03.09.1996	Tofu	Фрукты	104	0	10	1046,25	Comercio Mineiro	Сан-Пауло	Бразилия	Comercio Mineiro	Бразилия	Крылова	Россия	Mayumi's	Осака	Япония	Ространс	79,7	0,382148455509451	0
10291	27.08.1996	04.09.1996	Ipoh Coffee	Напитки	155	0,100000001	24	2070	Que Delicia	Рио-де-Жанейро	Бразилия	Que Delicia	Бразилия	Акбаев	Россия	Leka Trading	Сингапур	Сингапур	Почта	6,4	0,1794500723589	0
10291	27.08.1996	04.09.1996	Schoggi Schokolade	Кондитерские изделия	48	0,100000001	20	1975,5	Que Delicia	Рио-де-Жанейро	Бразилия	Que Delicia	Бразилия	Акбаев	Россия	АО Германия-Россия	Москва	Россия	Почта	6,4	0,0555716353111433	0
10291	27.08.1996	04.09.1996	Valkoinen suklaa	Кондитерские изделия	424	0,100000001	2	731,25	Que Delicia	Рио-де-Жанейро	Бразилия	Que Delicia	Бразилия	Акбаев	Россия	Karkki Oy	Лапинранта	Финляндия	Почта	6,4	0,490882778581766	0
10292	28.08.1996	02.09.1996	Louisiana Hot Spiced Okra	Приправы	648	0	20	765	Tradiero Hipermercados	Сан-Пауло	Бразилия	Tradicao Hipermercados	Бразилия	Белова	Россия	New Orleans Cajun Delights	Новый Орлеан	США	Почта	1,35	0,0675	0
10293	29.08.1996	11.09.1996	Outback Lager	Напитки	36	0	10	675	Tortuga Restaurante	Мехико	Мексика	Tortuga Restaurante	Мексика	Белова	Россия	Pavlova, Ltd.	Мельбурн	Австралия	Иное	21,18	0,0898409331919406	0
10293	29.08.1996	11.09.1996	Tarte au sucre	Кондитерские изделия	351	0	5	2218,5	Tortuga Restaurante	Мехико	Мексика	Tortuga Restaurante	Мексика	Белова	Россия	Forots d'Erables	Сте-Хиацинте	Канада	Иное	21,18	0,875949098621421	0
10293	29.08.1996	11.09.1996	Queso Manchego La Pastora	Молочные продукты	62	0	6	1710	Tortuga Restaurante	Мехико	Мексика	Tortuga Restaurante	Мексика	Белова	Россия	Cooperativa de Quesos 'Las Cabras'	Овьедо	Испания	Иное	21,18	0,154726051608342	0
10293	29.08.1996	11.09.1996	Wimmers gute Semmelknodel	Хлебобулочные изделия	500	0	12	1496,25	Tortuga Restaurante	Мехико	Мексика	Tortuga Restaurante	Мексика	Белова	Россия	Plutzer Lebensmittelgrossmarkte AG	Франкфурт	Германия	Иное	21,18	1,24779073877695	0
10294	30.08.1996	05.09.1996	Genen Shouyu	Приправы	144	0	18	697,5	Rattlesnake Canyon Grocery	Альбукерке	США	Rattlesnake Canyon Grocery	США	Воронова	Украина	Mayumi's	Осака	Япония	Почта	147,26	1,12340750158932	1
10294	30.08.1996	05.09.1996	Vegie-spread	Приправы	312	0	15	1975,5	Rattlesnake Canyon Grocery	Альбукерке	США	Rattlesnake Canyon Grocery	США	Воронова	Украина	Pavlova, Ltd.	Мельбурн	Австралия	Почта	147,26	2,43404958677686	0
10294	30.08.1996	05.09.1996	Raclette Courdavault	Молочные продукты	272	0	21	2475	Rattlesnake Canyon Grocery	Альбукерке	США	Rattlesnake Canyon Grocery	США	Воронова	Украина	Gai paturage	Аннеси	Франция	Почта	147,26	2,12199194744649	0
10294	30.08.1996	05.09.1996	Queso Manchego La Pastora	Молочные продукты	62	0	6	1710	Rattlesnake Canyon Grocery	Альбукерке	США	Rattlesnake Canyon Grocery	США	Воронова	Украина	Cooperativa de Quesos 'Las Cabras'	Овьедо	Испания	Почта	147,26	0,483689340962068	0
10294	30.08.1996	05.09.1996	Singaporean Hokkien Fried Mee	Хлебобулочные изделия	368	0	15	630	Rattlesnake Canyon Grocery	Альбукерке	США	Rattlesnake Canyon Grocery	США	Воронова	Украина	Leka Trading	Сингапур	Сингапур	Почта	147,26	2,87093028183937	1
10295	02.09.1996	10.09.1996	Pate chinois	Мясо/птица	304	0	4	1080	Vinette bistro	Реймс	Франция	Vins et alcools Chevalier	Франция	Новиков	Россия	Ma Maison	Монреаль	Канада	Почта	1,15	0,2875	0
10296	03.09.1996	11.09.1996	Grandma's Boysenberry Spread	Приправы	288	0	15	1125	LILA-Supermercado	Баркисимето	Венесуэла	LILA-Supermercado	Венесуэлла	Акбаев	Россия	Karkki Oy	Лапинранта	Финляндия	Ространс	0,12	0,00328954882924043	0
10296	03.09.1996	11.09.1996	NuNuCa Nuss-Nougat-Creme	Кондитерские изделия	168	0	12	630	LILA-Supermercado	Баркисимето	Венесуэла	LILA-Supermercado	Венесуэлла	Акбаев	Россия	АО Германия-Россия	Москва	Россия	Ространс	0,12	0,00191890348372359	0
10296	03.09.1996	11.09.1996	Nord-Ost Matjeshering	Рыбопродукты	139	0	30	1165,05	LILA-Supermercado	Баркисимето	Венесуэла	LILA-Supermercado	Венесуэлла	Акбаев	Россия	Nord-Ost-Fisch mbH	Куксхавен	Германия	Ространс	0,12	0,00158766419189035	0
10297	04.09.1996	10.09.1996	Cote de Blaye	Напитки	144	0	60	11857,5	Blondel pere et fils	Страсбург	Франция	Blondel pere et fils	Франция	Кротов	Россия	Aux joyeux ecclesiastiques	Париж	Франция	Почта	5,74	0,0582084507042253	0
10297	04.09.1996	10.09.1996	Mishi Kobe Niku	Мясо/птица	278	0	20	4365	Blondel pere et fils	Страсбург	Франция	Blondel pere et fils	Франция	Кротов	Россия	Tokyo Traders	Токио	Япония	Почта	5,74	0,112374647887324	1
10298	05.09.1996	11.09.1996	Steeleye Stout	Напитки	152	0,25	40	810	Hungry Owl All-Night Grocers	Корк	Ирландия	Hungry Owl All-Night Grocers	Ирландия	Акбаев	Россия	Bigfoot Breweries	Бенд	США	Почта	168,22	0,817698752798209	0
10298	05.09.1996	11.09.1996	Sirop d'erable	Приправы	394	0	15	1282,5	Hungry Owl All-Night Grocers	Корк	Ирландия	Hungry Owl All-Night Grocers	Ирландия	Акбаев	Россия	Forots d'Erables	Сте-Хиацинте	Канада	Почта	168,22	2,11956124080588	0
10298	05.09.1996	11.09.1996	Pavlova	Кондитерские изделия	152	0	40	785,25	Hungry Owl All-Night Grocers	Корк	Ирландия	Hungry Owl All-Night Grocers	Ирландия	Акбаев	Россия	Pavlova, Ltd.	Мельбурн	Австралия	Почта	168,22	0,817698752798209	0
10298	05.09.1996	11.09.1996	Escargots de Bourgogne	Рыбопродукты	440	0,25	30	596,25	Hungry Owl All-Night Grocers	Корк	Ирландия	Hungry Owl All-Night Grocers	Ирландия	Акбаев	Россия	Escargots Nouveaux	Монсо	Франция	Почта	168,22	2,3670227054685	0
10299	06.09.1996	13.09.1996	Louisiana Fiery Hot Pepper Sauce	Приправы	73	0	15	947,25	Ricardo Adocicados	Рио-де-Жанейро	Бразилия	Ricardo Adocicados	Бразилия	Воронова	Украина	New Orleans Cajun Delights	Новый Орлеан	США	Почта	29,76	0,621596566523605	0
10299	06.09.1996	13.09.1996	Uncle Bob's Organic Dried Pears	Фрукты	120	0	20	1350	Ricardo Adocicados	Рио-де-Жанейро	Бразилия	Ricardo Adocicados	Бразилия	Воронова	Украина	Grandma Kelly's Homestead	Анн-Арбор	США	Почта	29,76	1,0218025751073	0
10300	09.09.1996	18.09.1996	Aniseed Syrup	Приправы	136	0	30	450	Magazzini Alimentari Riuniti	Бергамо	Италия	Magazzini Alimentari Riuniti	Италия	Новиков	Россия	ООО Экзотика	Москва	Россия	Почта	17,68	0,395473684210526	0
10300	09.09.1996	18.09.1996	Chef Anton's Gumbo Mix	Приправы	100	0	20	960,75	Magazzini Alimentari Riuniti	Бергамо	Италия	Magazzini Alimentari Riuniti	Италия	Новиков	Россия	New Orleans Cajun Delights	Новый Орлеан	США	Почта	17,68	0,290789473684211	1
10301	09.09.1996	17.09.1996	Chartreuse verte	Напитки	147	0	10	810	Die Wandernde Kuh	Штутгарт	Германия	Die Wandernde Kuh	Германия	Крылова	Россия	Aux joyeux ecclesiastiques	Париж	Франция	Почта	45,08	0,877716556291391	0
10301	09.09.1996	17.09.1996	Pate chinois	Мясо/птица	304	0	20	1080	Die Wandernde Kuh	Штутгарт	Германия	Die Wandernde Kuh	Германия	Крылова	Россия	Ma Maison	Монреаль	Канада	Почта	45,08	1,8151417218543	0
10302	10.09.1996	09.10.1996	Vegie-spread	Приправы	312	0	40	1975,5	Supremes delices	Шарлеруа	Бельгия	Supremes delices	Бельгия	Воронова	Украина	Pavlova, Ltd.	Мельбурн	Австралия	Почта	6,27	0,0722179562906084	0
10302	10.09.1996	09.10.1996	Singaporean Hokkien Fried Mee	Хлебобулочные изделия	368	0	12	630	Supremes delices	Шарлеруа	Бельгия	Supremes delices	Бельгия	Воронова	Украина	Leka Trading	Сингапур	Сингапур	Почта	6,27	0,0851801535735381	1
10302	10.09.1996	09.10.1996	Longlife Tofu	Фрукты	364	0	28	450	Supremes delices	Шарлеруа	Бельгия	Supremes delices	Бельгия	Воронова	Украина	Tokyo Traders	Токио	Япония	Почта	6,27	0,0842542823390431	0
10303	11.09.1996	18.09.1996	Chartreuse verte	Напитки	147	0,100000001	40	810	Godos Cocina Tipica	Севилья	Испания	Godos Cocina Tipica	Испания	Кралев	Россия	Aux joyeux ecclesiastiques	Париж	Франция	Почта	107,83	1,27624879227053	0
10303	11.09.1996	18.09.1996	Chang	Напитки	168	0,100000001	30	855	Godos Cocina Tipica	Севилья	Испания	Godos Cocina Tipica	Испания	Кралев	Россия	ООО Экзотика	Москва	Россия	Почта	107,83	1,45857004830918	0
10303	11.09.1996	18.09.1996	Chef Anton's Gumbo Mix	Приправы	100	0,100000001	15	960,75	Godos Cocina Tipica	Севилья	Испания	Godos Cocina Tipica	Испания	Кралев	Россия	New Orleans Cajun Delights	Новый Орлеан	США	Почта	107,83	0,868196457326892	1
